City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
547,Cayenne,GF,82.09,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
548,Meadow Lake,US,83.73,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
549,Boa Vista,BR,76.98,moderate rain,2.8197,-60.6733,Aipana Plaza Hotel
552,Ciudad Bolivar,VE,78.67,scattered clouds,8.1222,-63.5497,Hotel Edi
553,Mandera,KE,76.17,broken clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
554,Odweyne,SO,68.25,few clouds,9.4092,45.064,Eng Hiirey House
555,Inongo,CD,70.03,broken clouds,-1.95,18.2667,Hotel Du Lac
556,Denpasar,ID,74.86,broken clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
557,Cabra,ES,73.65,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
559,Qeshm,IR,87.71,overcast clouds,26.9581,56.2719,Qeshm Kavan Hotel
560,Cabedelo,BR,74.07,moderate rain,-6.9811,-34.8339,Pousada Camboinha
561,Agua Dulce,MX,79.0,overcast clouds,18.1333,-94.1333,Hotel Victoria
564,Langsa,ID,81.86,overcast clouds,4.4683,97.9683,OYO 3328 Hotel Mori
565,San Policarpo,PH,84.27,light rain,12.1791,125.5072,Agapita M. Nicart
567,Bastia,FR,77.31,clear sky,42.6667,9.3333,Hotel Santa Maria
568,Voyvozh,RU,68.18,scattered clouds,62.892,54.9635,Gostinitsa Yakor'
569,Pokhara,NP,77.32,broken clouds,28.2333,83.9833,OYO 170 Hotel View Point
572,Malinovoye Ozero,RU,70.29,light rain,51.6753,79.7825,Baza Otdykha
575,Ust-Nera,RU,84.29,overcast clouds,64.5667,143.2,Hotel Ust-Nera
576,Cockburn Town,TC,81.81,clear sky,21.4612,-71.1419,Osprey Beach Hotel
577,Bria,CF,67.41,few clouds,6.5423,21.9863,WFP Guesthouse
578,Dongsheng,CN,82.24,clear sky,39.8161,109.9776,Crowne Plaza Ordos
579,Hit,IQ,86.2,clear sky,33.6416,42.8251,ࢪُبَمـا ؏ُـمَـࢪ
582,Kati,ML,78.21,broken clouds,12.7441,-8.0726,Lingot d’or
584,Tawau,MY,81.72,overcast clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
586,Sile,TR,70.47,clear sky,41.1754,29.6133,Phellos Suites
587,Halvad,IN,82.71,overcast clouds,23.0167,71.1833,"""BHAVANI KRUPA"" Jagdishbhai H. Kariya"
589,New London,US,73.78,clear sky,41.4834,-72.0662,Hyatt Place Mohegan Sun
591,Tagusao,PH,84.18,broken clouds,9.1924,117.8141,Caycay future beach resort
592,Tomatlan,MX,78.76,overcast clouds,19.9333,-105.25,El Salvial
594,Laguna,US,83.14,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
596,San Pedro,PH,85.26,broken clouds,14.35,121.0167,Palines Apartment and Guesthouse
600,Nirgua,VE,66.36,light rain,10.1553,-68.5663,"Complejo Agroturistico Lomas de Nirgua, c.a."
601,Dongli,CN,84.18,light rain,23.5656,116.8194,Chenghai Shizhang Donghuaqiao Hostel
602,Pontes E Lacerda,BR,67.19,clear sky,-15.2261,-59.3353,Hotel Bressan
604,Buluang,PH,83.08,light rain,13.3068,123.3425,Sacueza Beach Resort
608,Pouebo,NC,80.24,overcast clouds,-20.4,164.5667,RIVÂT LODGE
610,Puqi,CN,85.69,scattered clouds,29.7167,113.8833,Ramada Plaza Chibi
611,Maragogi,BR,75.02,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
612,Fare,PF,79.02,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
613,Kannangad,IN,77.77,moderate rain,12.3081,75.1063,Hotel Landmark
614,Khorramshahr,IR,89.56,clear sky,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
615,Praia Da Vitoria,PT,65.75,broken clouds,38.7333,-27.0667,Hotel Branco I
619,Scottsboro,US,81.09,light intensity drizzle,34.6723,-86.0341,Budget Inn
620,Zhangjiakou,CN,82.76,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
622,Vuktyl,RU,68.41,clear sky,63.8567,57.3094,Mini-Hotel Lokomotiv
624,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
625,Bac Lieu,VN,85.42,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
626,Gandiaye,SN,80.37,clear sky,14.2333,-16.2667,Mairie de Gandiaye
628,Ahuimanu,US,82.11,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
629,Quatre Cocos,MU,69.1,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
634,Pimenteiras,BR,71.49,clear sky,-6.2453,-41.4192,Hotel rotativo pimentas
635,Mareeba,AU,71.47,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
637,Coruripe,BR,73.33,few clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
639,Manado,ID,84.97,few clouds,1.487,124.8455,Aryaduta Hotel
641,Cayeli,TR,68.41,clear sky,41.0923,40.7292,Grand Cavusoglu Hotel
642,Kununurra,AU,73.38,clear sky,-15.7667,128.7333,Hotel Kununurra
647,Palmer,US,70.86,few clouds,42.1584,-72.3287,Wedgewood Motel
648,Higashine,JP,83.21,few clouds,38.4389,140.4006,Best Western Yamagata Airport
650,San Patricio,US,85.89,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
651,Abha,SA,66.02,overcast clouds,18.2164,42.5053,Abha Hotel
653,Belmonte,BR,72.16,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
654,Misratah,LY,80.42,clear sky,32.3754,15.0925,Almasa Hotel
655,Barcelos,PT,77.85,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
656,Bayshore Gardens,US,80.98,moderate rain,27.4253,-82.5904,Ramada by Wyndham Sarasota Waterfront
657,Bathsheba,BB,81.21,few clouds,13.2167,-59.5167,Atlantis Hotel
658,Broome,US,67.01,clear sky,42.2506,-75.833,Chenango Valley State Park
663,Veraval,IN,82.44,moderate rain,20.9,70.3667,Lords Inn Somnath
664,Kotri,PK,86.7,clear sky,25.366,68.3122,Drivers Running Room
666,Hohhot,CN,80.89,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
667,Birin,NP,71.2,scattered clouds,26.8865,88.0718,Sun Hotel & Lodge
668,Mannarakkat,IN,74.07,overcast clouds,10.9833,76.4667,The Park Residency
670,Tank,PK,85.59,overcast clouds,32.2217,70.3793,Gula Jan Abdulai
671,Ixcatepec,MX,75.27,few clouds,21.2,-97.95,Sierra de Otontepec
672,Homa Bay,KE,68.05,overcast clouds,-0.5273,34.4571,ACK Guest House - Homa Bay
673,Mount Isa,AU,65.97,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
674,Anori,BR,76.03,broken clouds,-3.7728,-61.6442,Novo Hotel 5 Irmãos
676,Amahai,ID,79.57,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
677,Xining,CN,75.79,clear sky,36.6167,101.7667,Super Leisure Hotel
678,Ketchikan,US,68.47,overcast clouds,55.3422,-131.6461,Snow's Cove Lodge
